property#,owner_id,street_address,apt#,city,state,zip_code,home_type,bedrooms,bathrooms,sq_feet,lot_size,year_built,architecture,pool,property_taxes,condo_fees,when_bought,remaining_mortgage
5654,2260,760 Jeffry Mountain,NULL,Port Armandboro,Nevada,61949,house,11,8,6800,1.87,1921,victorian,Y,"61,055",NULL,2020,290740
5655,8555,82765 Gutmann Underpass,NULL,Lake Maurineborough,Delaware,16808,house,2,1,1600,0.44,1982,tudor,N,"14,150",NULL,2016,134760
5656,8896,2703 Bartoletti Wall,NULL,Watsicaport,Pennsylvania,45545,house,7,5,4500,1.24,1977,craftsman,Y,"40,315",NULL,2006,863888
5657,7027,100 Hansen Causeway,NULL,Layton,California,47947,house,3,1,2100,0.58,1941,cottage,N,"18,618",NULL,1994,664913
5658,3549,303 Ruthe Vista,NULL,Watersborough,Michigan,88967,house,1,1,1100,0.3,1937,mediterranean,Y,"9,682",NULL,2000,276630
5659,1309,545 Rebecca Stream,NULL,Genovevaworth,Kansas,39598,house,10,6,6100,1.68,1957,ranch,N,"54,675",NULL,1991,2147929
5660,212,83630 Lina Mews,NULL,Margaritastead,Ohio,16422,house,11,5,6500,1.79,2009,contemporary,Y,"58,186",NULL,2008,1108300
5661,2380,133 Becker Locks,NULL,North Reeseview,Idaho,79055,house,12,9,7400,2.04,1954,italian,N,"66,480",NULL,2003,1661993
5662,8246,4647 Wuckert Dale,NULL,Fanniefield,Iowa,35705,house,3,2,2200,0.61,1938,georgian,N,"19,574",NULL,1995,675773
5663,3707,4770 Deborah Union,NULL,Murphybury,California,86301,house,3,1,2100,0.58,1974,greek,N,"18,618",NULL,2009,332456
5664,2355,503 Marcelino Locks,NULL,South Clemensview,New York,80320,house,2,2,1700,0.47,1963,french,N,"15,106",NULL,1984,719350
5665,956,5276 Reichel Union,NULL,Mohammadport,Mississippi,25284,house,11,4,6400,1.76,1978,modern,Y,"57,229",NULL,2022,136260
5666,945,72489 Keith Estate,NULL,East Gretaberg,New York,12984,house,1,1,1100,0.3,1944,gothic,Y,"9,682",NULL,2000,276630
5667,163,63682 Swift Pike,NULL,Somerville,Kentucky,4782,house,12,5,7000,1.93,2008,prairie,N,"62,654",NULL,1991,2461388
5668,6177,473 Mariela Manor,NULL,Joelfield,North Carolina,34000,house,4,4,2900,0.8,1962,rowhouse,N,"25,955",NULL,2011,401684
5669,530,5947 Cole Squares,NULL,Filibertoboro,Pennsylvania,46295,house,5,5,3500,0.96,1968,antebellum,N,"31,379",NULL,1988,1344825
5670,7486,165 Jayde Glens,NULL,New Frederik,Utah,51915,house,11,11,7100,1.95,1968,federal,N,"63,925",NULL,1992,2435240
5671,7694,359 Crona Valley,NULL,Lindgrenland,Minnesota,36611,house,11,7,6700,1.84,1961,farmhouse,N,"60,099",NULL,2007,1216286
5672,1725,95023 Hayes Gateway,NULL,Torphyberg,Virginia,7107,house,2,1,1600,0.44,1998,saltbox,N,"14,150",NULL,2009,252675
5673,6635,489 Lera Oval,NULL,West Chanelmouth,Indiana,46071,house,10,6,6100,1.68,2009,A-frame,N,"54,675",NULL,1999,1627219
5674,9123,3678 Milo Overpass,NULL,Owenchester,Colorado,66770,house,10,6,6100,1.68,1984,spanish,N,"54,675",NULL,2006,1171598
5675,3758,747 Alejandrin Green,NULL,Bartonfort,Rhode Island,69705,house,6,5,4000,1.1,1971,cabin,N,"35,847",NULL,2022,85350
5676,2916,6471 Isabel Rest,NULL,Lake Marciaberg,South Carolina,20421,house,11,3,6300,1.73,1947,colonial,N,"56,273",NULL,2018,401948
5677,9899,641 Paucek Glen,NULL,Margotcester,Mississippi,7789,house,3,3,2300,0.63,1960,cape cod,Y,"20,531",NULL,2007,415501
5678,4575,552 Imani Canyon,NULL,Willowstead,Massachusetts,23109,house,12,1,6600,1.82,1925,country,Y,"58,827",NULL,2000,1680780
5679,2214,91975 Sauer Radial,NULL,Bedford,Vermont,96311,house,6,1,3600,0.99,1982,victorian,N,"32,021",NULL,1988,1372320
5680,8029,94542 Hand Trafficway,NULL,Jennyferview,Connecticut,48882,house,11,8,6800,1.87,2024,tudor,Y,"61,055",NULL,2005,1381015
5681,6582,721 Ima Canyon,NULL,West Bernieview,South Carolina,22026,house,11,10,7000,1.93,1959,craftsman,N,"62,969",NULL,1995,2173913
5682,7490,808 Thiel Terrace,NULL,Waco,Florida,97175,house,6,6,4100,1.13,2023,cottage,Y,"36,804",NULL,2015,394324
5683,9651,358 Friesen Branch,NULL,Morissetteburgh,Minnesota,17623,house,4,4,2900,0.8,2013,mediterranean,Y,"25,955",NULL,2014,308988
5684,5304,47992 Leuschke Common,NULL,Cathrineport,South Carolina,50935,house,12,10,7500,2.06,2003,ranch,Y,"67,436",NULL,1990,2729563
5685,7385,8294 Arnold Drives,NULL,North Marlene,Oregon,19192,house,12,5,7000,1.93,1939,contemporary,Y,"62,654",NULL,1990,2535975
5686,1588,72252 Stanton Heights,NULL,South Vivienworth,Georgia,1037,house,4,2,2700,0.74,1924,italian,N,"24,042",NULL,2009,429319
5687,5724,2274 Devonte Unions,NULL,Dothan,North Dakota,97440,house,1,1,1100,0.3,1980,georgian,Y,"9,682",NULL,2008,184420
5688,8075,1293 Alvena Knolls,NULL,Nasirfort,Kentucky,66010,house,3,3,2300,0.63,1980,greek,N,"20,531",NULL,2017,171089
5689,1244,462 Brannon Field,NULL,West Giovannacester,Colorado,98750,house,10,7,6200,1.71,1995,french,Y,"55,631",NULL,2011,860958
5690,5136,6207 Jose Light,NULL,South Yvettebury,Arkansas,1471,house,4,3,2800,0.77,1930,modern,N,"24,998",NULL,2006,535680
5691,5191,13496 Padberg Burgs,NULL,Kassulketown,Tennessee,48561,house,4,1,2600,0.72,1938,gothic,N,"23,085",NULL,1995,796993
5692,7950,395 Adonis Dale,NULL,Findlay,Alabama,17871,house,2,1,1600,0.44,1932,prairie,N,"14,150",NULL,1998,437970
5693,1104,1877 Webster Cliffs,NULL,Charleston,Nevada,11310,house,9,6,5600,1.54,2020,rowhouse,Y,"50,207",NULL,1992,1912640
5694,6759,313 Vanessa Rapids,NULL,Waterbury,Arizona,56995,house,3,2,2200,0.61,2006,antebellum,N,"19,574",NULL,2019,116513
5695,6660,84877 Klocko Camp,NULL,Port Timothy,Iowa,87548,house,12,2,6700,1.84,2003,federal,N,"59,784",NULL,2016,569370
5696,299,6644 Amely Club,NULL,Lurlinechester,Kentucky,38124,house,11,9,6900,1.9,1942,farmhouse,N,"62,012",NULL,2015,664414
5697,8142,3478 Gerhold Ford,NULL,Cormierfurt,Arkansas,63411,house,1,1,1100,0.3,1995,saltbox,Y,"9,682",NULL,1992,368840
5698,8566,799 Daren Shores,NULL,North Gabrielle,Vermont,2970,house,6,3,3800,1.05,1995,A-frame,Y,"33,934",NULL,2016,323180
5699,8269,410 Logan Mews,NULL,West Jaida,Vermont,36950,house,10,7,6200,1.71,1934,spanish,Y,"55,631",NULL,2022,132455
5700,9138,74223 Marquardt Forge,NULL,Abernathytown,Nebraska,56204,house,8,6,5100,1.4,1968,cabin,N,"45,739",NULL,2014,544513
5701,5644,445 Little Wells,NULL,Ivystad,Connecticut,84461,house,7,1,4100,1.13,1965,colonial,Y,"36,489",NULL,2003,912214
5702,9809,54770 Brakus Road,NULL,East Albaland,New Hampshire,38242,house,4,3,2800,0.77,1994,cape cod,Y,"24,998",NULL,1988,1071360
5703,2996,6010 Schulist Parkways,NULL,Fort Godfreycester,Pennsylvania,95098,house,1,1,1100,0.3,1939,country,Y,"9,682",NULL,1986,437998
5704,2390,56024 Polly Views,NULL,Port Carlotta,Colorado,94906,house,12,4,6900,1.9,1956,victorian,N,"61,697",NULL,2016,587590
5705,2174,12108 Jazlyn Islands,NULL,Rempelworth,Michigan,45226,house,4,1,2600,0.72,1961,tudor,N,"23,085",NULL,1998,714545
5706,3995,811 Ford Trail,NULL,Michelestead,Missouri,79000,house,1,1,1100,0.3,1990,craftsman,N,"9,682",NULL,2010,161368
5707,2509,103 Russel Dam,NULL,Fort Lazarohaven,Tennessee,17077,house,8,7,5200,1.43,1995,cottage,Y,"46,696",NULL,2018,333540
5708,674,87019 Keebler Valley,NULL,Karlieworth,Indiana,715,house,12,10,7500,2.06,2021,mediterranean,Y,"67,436",NULL,1991,2649281
5709,9567,396 Volkman Light,NULL,Buckridgecester,Washington,41895,house,11,9,6900,1.9,2024,ranch,Y,"62,012",NULL,2005,1402651
5710,4648,10227 Kuvalis Ramp,NULL,Huntington Beach,Wisconsin,36413,house,8,8,5300,1.46,2013,contemporary,N,"47,652",NULL,1992,1815320
5711,1272,827 Mohammad Summit,NULL,Hauckcester,Michigan,39893,house,10,8,6300,1.73,2003,italian,N,"56,588",NULL,2010,943128
5712,3986,6368 Nedra Union,NULL,Providence,New Hampshire,20440,house,10,8,6300,1.73,2003,georgian,N,"56,588",NULL,1994,2020988
5713,4488,63870 Peyton Islands,NULL,Port Rigobertoberg,Arizona,41892,house,2,2,1700,0.47,1938,greek,Y,"15,106",NULL,2010,251773
5714,673,664 Raphaelle Stream,NULL,West Donatoville,Idaho,65144,house,1,1,1100,0.3,1982,french,N,"9,682",NULL,2016,92210
5715,8880,5066 Stone Plain,NULL,Bel Air South,Oklahoma,25620,house,7,5,4500,1.24,1959,modern,N,"40,315",NULL,2015,431944
5716,5538,17859 Remington Cove,NULL,Destineefield,Tennessee,45670,house,9,5,5500,1.51,2009,gothic,N,"49,250",NULL,2000,1407150
5717,4529,562 Pollich Squares,NULL,Sammamish,Maine,72821,house,7,6,4600,1.27,1993,prairie,N,"41,271",NULL,1992,1572240
5718,7789,6175 Amari Heights,NULL,Port Charlotte,North Carolina,8832,house,5,1,3100,0.85,1935,rowhouse,Y,"27,553",NULL,1989,1148044
5719,4582,21401 Foster Estate,NULL,Priceville,North Dakota,92345,house,5,4,3400,0.94,1998,antebellum,N,"30,423",NULL,2005,688133
5720,1990,4099 Gayle Divide,NULL,Reaganborough,Ohio,1610,house,10,7,6200,1.71,1992,federal,Y,"55,631",NULL,1989,2317963
5721,3969,47205 Regan Walks,NULL,Brookhaven,Georgia,42904,house,11,3,6300,1.73,1980,farmhouse,Y,"56,273",NULL,2011,870886
5722,8964,145 Baumbach Row,NULL,Port Obie,Washington,4592,house,3,1,2100,0.58,1983,saltbox,N,"18,618",NULL,2004,443275
5723,7455,448 Blanca Fall,NULL,Lake Einoborough,Missouri,37771,house,8,7,5200,1.43,2019,A-frame,Y,"46,696",NULL,2008,889440
5724,9973,401 Hudson Brooks,NULL,Moreno Valley,Michigan,95930,house,7,1,4100,1.13,1925,spanish,N,"36,489",NULL,1997,1172846
5725,7275,219 Dane Stravenue,NULL,Botsfordstead,Arizona,35051,house,4,4,2900,0.8,1967,cabin,Y,"25,955",NULL,2012,370785
5726,7544,821 Madison Route,NULL,Lake Xanderstead,Wyoming,55117,house,12,2,6700,1.84,1978,colonial,Y,"59,784",NULL,2001,1636939
5727,771,24108 Maia Throughway,NULL,Jastchester,West Virginia,60875,house,5,4,3400,0.94,2008,cape cod,N,"30,423",NULL,1989,1267613
5728,5895,25762 Lebsack Shore,NULL,New Rogeliofort,Tennessee,97936,house,6,1,3600,0.99,1998,country,Y,"32,021",NULL,1992,1219840
5729,370,1248 Zieme Plain,NULL,VonRuedenland,New York,24990,house,11,9,6900,1.9,2006,victorian,Y,"62,012",NULL,2009,1107356
5730,218,861 Weissnat Cliff,NULL,Lake Florence,Washington,30422,house,6,5,4000,1.1,1974,tudor,Y,"35,847",NULL,2021,128025
5731,8365,2927 Arianna Lock,NULL,East Coramouth,Delaware,40196,house,6,6,4100,1.13,2001,craftsman,N,"36,804",NULL,1989,1533481
5732,2199,948 Ellen Bypass,NULL,North Elijah,Maine,93494,house,11,5,6500,1.79,1992,cottage,Y,"58,186",NULL,2009,1039031
5733,9521,3346 Rutherford Stravenue,NULL,Juliaboro,South Carolina,67712,house,12,6,7100,1.95,1967,mediterranean,Y,"63,610",NULL,2015,681536
5734,8425,109 Hope Spring,NULL,Sophieborough,Nevada,4368,house,9,6,5600,1.54,1938,ranch,N,"50,207",NULL,1997,1613790
5735,2331,521 Orpha Mill,NULL,Montebello,New Hampshire,86524,house,8,1,4600,1.27,1936,contemporary,Y,"40,956",NULL,2019,243788
5736,1051,33407 Mayert Valley,NULL,South Cassidy,Pennsylvania,27789,house,2,2,1700,0.47,2003,italian,Y,"15,106",NULL,2006,323708
5737,3024,69075 Jed Prairie,NULL,Amarillo,Texas,60103,house,4,2,2700,0.74,1994,georgian,Y,"24,042",NULL,2013,314834
5738,1125,5224 Gibson Street,NULL,Kyraside,Montana,33065,house,9,7,5700,1.57,1965,greek,Y,"51,163",NULL,2015,548179
5739,1993,11766 Kunde Ranch,NULL,Lake Sophiafort,Virginia,55412,house,4,4,2900,0.8,1982,french,Y,"25,955",NULL,2002,679773
5740,8523,55001 Zemlak Inlet,NULL,Yeseniaton,Virginia,24689,house,8,1,4600,1.27,1994,modern,Y,"40,956",NULL,2022,97515
5741,990,60793 Wilkinson Coves,NULL,New Giovannychester,Alaska,85177,house,6,5,4000,1.1,1920,gothic,Y,"35,847",NULL,1990,1450950
5742,3791,595 Keshawn Radial,NULL,Port Ismaelfurt,Kansas,3023,house,7,1,4100,1.13,1960,prairie,N,"36,489",NULL,2001,999091
5743,2822,65534 Macey Rapid,NULL,East Jerelworth,Michigan,46040,house,8,7,5200,1.43,2005,rowhouse,N,"46,696",NULL,2015,500310
5744,2413,6796 Gerhold Dam,NULL,Nilsshire,Mississippi,98265,house,3,3,2300,0.63,1956,antebellum,Y,"20,531",NULL,2018,146648
5745,1165,215 Carmen Stravenue,NULL,O'Haraside,Pennsylvania,36244,house,11,6,6600,1.82,1965,federal,Y,"59,142",NULL,2008,1126520
5746,5468,60385 Laney Dale,NULL,Coltenton,Maine,5830,house,6,3,3800,1.05,1969,farmhouse,N,"33,934",NULL,1994,1211925
5747,9148,1877 Ziemann Points,NULL,Adriannaview,Washington,54590,house,9,2,5200,1.43,1977,saltbox,Y,"46,381",NULL,2005,1049085
5748,847,182 Etha Court,NULL,West Lilian,Arkansas,75324,house,1,1,1100,0.3,1963,A-frame,N,"9,682",NULL,2011,149841
5749,8954,860 Edgar Junctions,NULL,Fort Amaliafield,Vermont,74438,house,9,3,5300,1.46,1961,spanish,Y,"47,337",NULL,2011,732599
5750,9834,345 Ervin Bypass,NULL,Obieton,North Carolina,7924,house,8,8,5300,1.46,1949,cabin,Y,"47,652",NULL,1990,1928778
5751,1716,25131 Durgan Curve,NULL,Fort Adahshire,Mississippi,51645,house,12,12,7700,2.12,1970,colonial,Y,"69,349",NULL,1996,2311645
5752,4351,16455 Gleason Overpass,NULL,Runolfssonberg,Nevada,21644,house,3,1,2100,0.58,2010,cape cod,N,"18,618",NULL,2000,531930
5753,2339,21889 Turcotte Ranch,NULL,Hemet,Maine,80171,house,2,2,1700,0.47,1931,country,Y,"15,106",NULL,2000,431610
5754,2798,6731 Mafalda Pines,NULL,South Thora,Arizona,48322,house,4,1,2600,0.72,1933,victorian,Y,"23,085",NULL,2005,522168
5755,1330,9671 Saige Falls,NULL,Harveyland,Vermont,90079,house,5,5,3500,0.96,1961,tudor,Y,"31,379",NULL,2015,336206
5756,1388,766 Beatty Parkway,NULL,Fort Shad,Montana,58976,house,7,3,4300,1.18,1994,craftsman,Y,"38,402",NULL,2000,1097190
5757,8246,7748 Darron Harbor,NULL,Smithfield,Oklahoma,32724,house,2,2,1700,0.47,1945,cottage,N,"15,106",NULL,2000,431610
5758,6873,430 Durgan Knoll,NULL,South Katharina,Virginia,29781,house,5,2,3200,0.88,1923,mediterranean,Y,"28,510",NULL,2010,475160
5759,1628,5736 Maryjane Branch,NULL,East Kelley,West Virginia,80860,house,12,3,6800,1.87,1985,ranch,Y,"60,740",NULL,2014,723100
5760,9567,27422 Brakus Plains,NULL,Monahanberg,North Dakota,55743,house,10,1,5600,1.54,1940,contemporary,N,"49,892",NULL,1988,2138220
5761,2660,9619 Kory Well,NULL,Fountainebleau,Illinois,29664,house,7,6,4600,1.27,1942,italian,Y,"41,271",NULL,2008,786120
5762,6874,4718 Denesik Meadow,NULL,Brockton,Nevada,64312,house,7,1,4100,1.13,1977,georgian,N,"36,489",NULL,2004,868775
5763,542,5778 Mann Hill,NULL,South Frederic,Hawaii,74040,house,10,8,6300,1.73,1934,greek,N,"56,588",NULL,2010,943128
5764,8338,630 Saul Junctions,NULL,Fort Llewellyn,Tennessee,62861,house,10,3,5800,1.6,1954,french,N,"51,805",NULL,1999,1541813
5765,3713,758 Brakus Common,NULL,Gleasonfurt,Mississippi,51712,house,4,3,2800,0.77,1925,modern,N,"24,998",NULL,2002,654720
5766,4121,562 Marielle Lane,NULL,Hermanton,North Dakota,14542,house,7,3,4300,1.18,1988,gothic,Y,"38,402",NULL,2002,1005758
5767,8557,36639 Schamberger Via,NULL,Randalchester,New Jersey,41595,house,1,1,1100,0.3,1973,prairie,Y,"9,682",NULL,2006,207473
5768,8124,85910 Goodwin Junction,NULL,West Julietcester,Wisconsin,17051,house,9,2,5200,1.43,1956,rowhouse,Y,"46,381",NULL,2001,1269945
5769,9985,9189 Therese Port,NULL,South Dandreport,Minnesota,51899,house,9,7,5700,1.57,1942,antebellum,N,"51,163",NULL,1992,1949080
5770,3730,638 Miller Shoals,NULL,Lake Martinfurt,Florida,66422,house,5,2,3200,0.88,2005,federal,Y,"28,510",NULL,2002,746680
5771,2689,2835 DuBuque Overpass,NULL,South Elmo,Minnesota,77932,house,8,5,5000,1.38,1990,farmhouse,Y,"44,783",NULL,2000,1279500
5772,3854,77059 Bayer Estate,NULL,Rozellahaven,Utah,19538,house,10,10,6500,1.79,1986,saltbox,N,"58,501",NULL,1984,2785750
5773,8378,782 Oma Freeway,NULL,Lake Telly,Georgia,71590,house,11,4,6400,1.76,1943,A-frame,Y,"57,229",NULL,2012,817560
5774,4493,94321 Hudson Junctions,NULL,Champaign,Rhode Island,97102,house,2,1,1600,0.44,1940,spanish,N,"14,150",NULL,1999,421125
5775,1727,81544 Effertz Haven,NULL,Port Lottieside,Vermont,40176,house,1,1,1100,0.3,1943,cabin,N,"9,682",NULL,2000,276630
5776,9676,809 Padberg View,NULL,Bristol,West Virginia,17678,house,3,3,2300,0.63,1971,colonial,N,"20,531",NULL,2001,562149
5777,2709,30261 Matilda Parks,NULL,Gertrudebury,Kentucky,4726,house,7,1,4100,1.13,1955,cape cod,Y,"36,489",NULL,2022,86878
5778,2034,537 Savannah Mews,NULL,North Genemouth,West Virginia,45244,house,2,1,1600,0.44,1971,country,Y,"14,150",NULL,2011,218985
5779,6402,57911 Morar Radial,NULL,Marysville,Utah,37185,house,11,10,7000,1.93,1996,victorian,N,"62,969",NULL,2014,749625
5780,7627,370 Wunsch Vista,NULL,Fort Casandraview,Louisiana,12893,house,3,2,2200,0.61,2016,tudor,Y,"19,574",NULL,1997,629168
5781,7516,293 Victor Pass,NULL,Fort Savanah,Michigan,37227,house,4,3,2800,0.77,1999,craftsman,N,"24,998",NULL,2002,654720
5782,9903,574 Adelia Center,NULL,Fort Cynthia,New Mexico,37054,house,1,1,1100,0.3,1935,cottage,Y,"9,682",NULL,1985,449524
5783,8102,5965 Rollin Light,NULL,West Vernonport,Florida,74635,house,11,1,6100,1.68,1958,mediterranean,N,"54,360",NULL,2006,1164848
5784,1467,8190 Sipes Mount,NULL,Garden Grove,Alaska,20218,house,4,1,2600,0.72,2013,ranch,Y,"23,085",NULL,2017,192378
5785,841,587 Kshlerin Summit,NULL,Lake Freeman,Alabama,26348,house,10,7,6200,1.71,1967,contemporary,N,"55,631",NULL,1988,2384190
5786,9211,64482 King Heights,NULL,Dachboro,Nebraska,79119,house,11,5,6500,1.79,2006,italian,N,"58,186",NULL,2006,1246838
5787,1637,17586 Murphy Station,NULL,Burlington,South Dakota,49503,house,2,1,1600,0.44,2020,georgian,Y,"14,150",NULL,2018,101070
5788,2048,41062 Labadie Via,NULL,Tracy,New Mexico,82497,house,5,4,3400,0.94,1922,greek,Y,"30,423",NULL,1997,977873
5789,70,8911 Wintheiser Creek,NULL,Port Michael,Missouri,95737,house,10,9,6400,1.76,2001,french,N,"57,544",NULL,2001,1575615
5790,1191,7083 Rodrick Lake,NULL,Sandy Springs,Georgia,65177,house,8,1,4600,1.27,2011,modern,Y,"40,956",NULL,2005,926393
5791,2142,68402 Heathcote Neck,NULL,East Mateofield,Ohio,38494,house,3,3,2300,0.63,1995,gothic,Y,"20,531",NULL,2006,439943
5792,3976,784 Stoltenberg Plains,NULL,Rogersstead,Georgia,85678,house,9,1,5100,1.4,1928,prairie,Y,"45,424",NULL,2011,702991
5793,1872,144 Swaniawski Streets,NULL,Rogersbury,North Carolina,16229,house,7,3,4300,1.18,2008,rowhouse,Y,"38,402",NULL,1990,1554353
5794,6006,84823 Wehner Tunnel,NULL,Bessieboro,Tennessee,88082,house,6,2,3700,1.02,1935,antebellum,Y,"32,977",NULL,2022,78518
5795,1915,9701 Emely Trafficway,NULL,Delphiatown,Texas,68995,house,4,2,2700,0.74,2011,federal,N,"24,042",NULL,2002,629668
5796,5177,789 Marlen Shore,NULL,Aliciaberg,Hawaii,51352,house,10,8,6300,1.73,1926,farmhouse,N,"56,588",NULL,2005,1279959
5797,7015,2282 Braun Harbor,NULL,Toyboro,Iowa,58575,house,12,1,6600,1.82,2005,saltbox,Y,"58,827",NULL,2009,1050488
5798,6657,6993 Lindgren Cliffs,NULL,Fort Felton,Utah,64902,house,2,2,1700,0.47,1943,A-frame,Y,"15,106",NULL,2004,359675
5799,8949,92411 Kellie Drive,NULL,Fort Tavares,South Dakota,82944,house,8,7,5200,1.43,2020,spanish,N,"46,696",NULL,2006,1000620
5800,2739,4858 Gerhold Keys,NULL,Reichelburgh,Arkansas,95223,house,5,4,3400,0.94,1968,cabin,N,"30,423",NULL,2020,144870
5801,9248,75334 Leora Neck,NULL,New Corneliusburgh,New Jersey,36850,house,7,5,4500,1.24,1989,colonial,N,"40,315",NULL,1999,1199844
5802,9426,3571 Willie Brooks,NULL,Boganburgh,Tennessee,39807,house,8,6,5100,1.4,1941,cape cod,Y,"45,739",NULL,1987,2014696
5803,1687,8141 Dayna Junctions,NULL,East Ethelyn,North Carolina,57477,house,6,3,3800,1.05,2001,country,N,"33,934",NULL,1985,1575503
5804,7207,8851 Jesus Plains,NULL,Shoreline,Louisiana,89968,house,1,1,1100,0.3,1996,victorian,Y,"9,682",NULL,2015,103736
5805,5581,380 Horace Extension,NULL,Port Audra,Vermont,60514,house,4,3,2800,0.77,2016,tudor,Y,"24,998",NULL,2014,297600
5806,6394,27608 Bartoletti Extension,NULL,Sayreville,Utah,2536,house,2,2,1700,0.47,2007,craftsman,N,"15,106",NULL,1986,683383
5807,8545,5710 Holly Corner,NULL,Port Candice,Delaware,55951,house,1,1,1100,0.3,1956,cottage,N,"9,682",NULL,1986,437998
5808,1341,181 Runolfsdottir Divide,NULL,Apex,Arizona,31312,house,9,6,5600,1.54,1962,mediterranean,N,"50,207",NULL,1996,1673560
5809,5793,44051 Stracke Wells,NULL,Ritastad,Tennessee,13601,house,9,4,5400,1.49,1954,ranch,N,"48,294",NULL,1988,2069730
5810,1417,85226 Stephania Fields,NULL,East Marisolbury,New Mexico,69790,house,4,1,2600,0.72,2013,contemporary,N,"23,085",NULL,2019,137413
5811,7386,42832 Kihn Stream,NULL,Lemketon,Massachusetts,23059,house,9,6,5600,1.54,1961,italian,N,"50,207",NULL,2016,478160
5812,7888,77025 Roob Centers,NULL,Carmellacester,West Virginia,64368,house,2,2,1700,0.47,1940,georgian,Y,"15,106",NULL,1995,521529
5813,8234,10352 Boyer Valley,NULL,Trenton,Montana,5195,house,7,2,4200,1.16,1938,greek,N,"37,445",NULL,1987,1649368
5814,3938,75802 Williamson Ridges,NULL,North Highlands,Tennessee,59658,house,6,6,4100,1.13,1946,french,N,"36,804",NULL,1996,1226785
5815,590,55291 Jakob Keys,NULL,Lake Sandraborough,Mississippi,52837,house,9,2,5200,1.43,1931,modern,Y,"46,381",NULL,2001,1269945
5816,3152,5722 Jonas Parkway,NULL,Rohanstad,Hawaii,18895,house,3,2,2200,0.61,1929,gothic,N,"19,574",NULL,2006,419445
5817,7229,16306 Janie Burg,NULL,Orem,Mississippi,58226,house,4,4,2900,0.8,1920,prairie,N,"25,955",NULL,1996,865165
5818,9528,5059 Kreiger Corner,NULL,Port Connie,Montana,86356,house,5,5,3500,0.96,2002,rowhouse,Y,"31,379",NULL,2001,859194
5819,7639,18405 Florence Walks,NULL,New Agustinbury,Illinois,4976,house,8,5,5000,1.38,1958,antebellum,N,"44,783",NULL,1997,1439438
5820,4073,23160 Lacey Freeway,NULL,Edythborough,Louisiana,29730,house,5,5,3500,0.96,1938,federal,Y,"31,379",NULL,2020,149425
5821,4406,87452 Baumbach Flats,NULL,Port Santiago,Idaho,28954,house,5,2,3200,0.88,1964,farmhouse,N,"28,510",NULL,2011,441220
5822,6867,8910 Fadel Streets,NULL,Alexaville,Washington,20448,house,1,1,1100,0.3,1940,saltbox,Y,"9,682",NULL,2021,34579
5823,551,51896 Eriberto Extension,NULL,West Haven,California,53720,house,8,7,5200,1.43,1964,A-frame,N,"46,696",NULL,1991,1834470
5824,3526,46113 Nickolas Camp,NULL,Schuppeville,Nevada,39256,house,1,1,1100,0.3,2015,spanish,Y,"9,682",NULL,2000,276630
5825,9085,3848 Heathcote Orchard,NULL,Perth Amboy,Indiana,74981,house,12,1,6600,1.82,1968,cabin,N,"58,827",NULL,1985,2731268
5826,9261,84164 Darrion Radial,NULL,Lednerfield,Pennsylvania,91706,house,11,4,6400,1.76,1974,colonial,N,"57,229",NULL,1993,2112030
